iter	MultiClass
188	0.571067885
189	0.5706741378
190	0.5695103714
191	0.5690852019
192	0.5682992925
193	0.5673292736
194	0.5664895848
195	0.5655949659
196	0.5652563067
197	0.564245536
198	0.5636905916
199	0.5633055667
200	0.5627981142
201	0.5619482312
202	0.5616010708
203	0.5613039789
204	0.5606013203
205	0.5601317645
206	0.5594400186
207	0.5588284871
208	0.5584545818
209	0.5581546985
210	0.5571408979
211	0.5564740791
212	0.555619582
213	0.5550203189
214	0.5544914895
215	0.5539450674
216	0.5533096065
217	0.5527215199
218	0.5516306478
219	0.5504207755
220	0.5500553028
221	0.5495295373
222	0.5487447508
223	0.5484708523
224	0.5481337207
225	0.5475383279
226	0.5468169214
227	0.5458828646
228	0.5450997876
229	0.5447711937
230	0.5437752173
231	0.5435079062
232	0.5431838924
233	0.5429575816
234	0.5421872449
235	0.5416144024
236	0.5412424213
237	0.5403329117
238	0.5401447457
239	0.5398211608
240	0.5391006813
241	0.5383307669
242	0.5377499816
243	0.5368025855
244	0.5362333936
245	0.5353614162
246	0.5349285334
247	0.534097987
248	0.5336056214
249	0.5330795586
250	0.5325106447
251	0.5311672211
252	0.5304730267
253	0.5303065463
254	0.5295613934
255	0.5290923993
256	0.5286606322
257	0.5284014691
258	0.5273637253
259	0.5268033861
260	0.5258376925
261	0.5255768983
262	0.5248699614
263	0.5244282317
264	0.5241329768
265	0.523555731
266	0.5221932742
267	0.5219194653
268	0.5208243604
269	0.5205354122
270	0.5201050335
271	0.5197684534
272	0.5195169743
273	0.5187401225
274	0.5182405861
275	0.5178744895
276	0.5161886628
277	0.5157950265
278	0.5152880275
279	0.5141567194
280	0.5137889932
281	0.5133283135
282	0.5128303023
283	0.5121933263
284	0.5111539726
285	0.510545902
286	0.5101729967
287	0.5098628863
288	0.5093532562
289	0.5085686358
290	0.5080099561
291	0.5076984609
292	0.5073452931
293	0.5069508243
294	0.5059668506
295	0.5053035193
296	0.5045822626
297	0.5038541177
298	0.5037024387
299	0.5027963428
300	0.5024362693
301	0.501846324
302	0.5016646752
303	0.5015487882
304	0.5014018721
305	0.5007969706
306	0.5002485997
307	0.4998551552
308	0.4992399227
309	0.4988824877
310	0.4985236172
311	0.4980508717
312	0.4978489682
313	0.49749285
314	0.4972527301
315	0.4970043031
316	0.49661606
317	0.4964308955
318	0.49578217
319	0.4953398149
320	0.4950011656
321	0.4946517938
322	0.4943347988
323	0.4940749015
324	0.4938871122
325	0.4935087225
326	0.493198282
327	0.4929048099
328	0.4914634987
329	0.4912279384
330	0.4907614499
331	0.4904429513
332	0.4902095438
333	0.4899718524
334	0.4896326087
335	0.4888880357
336	0.488802689
337	0.4882672501
338	0.4877694152
339	0.4874642339
340	0.487189262
341	0.4867418353
342	0.48624941
343	0.4858262253
344	0.4855154386
345	0.4852185617
346	0.4847622753
347	0.4842410814
348	0.4840143897
349	0.4836101345
350	0.4833090972
351	0.4831513232
352	0.4825734272
353	0.4820177714
354	0.4817162258
355	0.4810239377
356	0.4807821413
357	0.4803669528
358	0.4801034148
359	0.4798253543
360	0.4795674412
361	0.4792305197
362	0.4789587477
363	0.4784659144
364	0.4780363238
365	0.4777052021
366	0.4770750869
367	0.4767946184
368	0.4763244111
369	0.4762670514
370	0.4761018165
371	0.4756162875
372	0.4752455192
373	0.474448174
374	0.4741889235
375	0.4738823648
376	0.4735356398
377	0.4732811954
378	0.4729548583
379	0.4726810369
380	0.4724411874
381	0.4719278862
382	0.4717341038
383	0.4714875145
384	0.4711121747
385	0.4707702592
386	0.4705720567
387	0.4703991842
388	0.4702013441
389	0.4699983778
390	0.4696506153
391	0.4694207475
392	0.4692301037
393	0.4689633458
394	0.4685856566
395	0.4683840455
396	0.4679582824
397	0.4678860314
398	0.4674827089
399	0.4672837695
400	0.4671461938
401	0.4669036318
402	0.4664265212
403	0.4663267702
404	0.4661299121
405	0.4659436528
406	0.4658194651
407	0.4654409332
408	0.4652225685
409	0.4647357655
410	0.464447499
411	0.464252569
412	0.4639485985
413	0.4636785881
414	0.4629208828
415	0.4623379081
416	0.4621853465
417	0.4620227014
418	0.4615229832
419	0.4612068376
420	0.4610646193
421	0.4607623184
422	0.4604768575
423	0.4600694521
424	0.4597704018
425	0.459481746
426	0.4591221983
427	0.4588272633
428	0.4586183406
429	0.4585583139
430	0.4584238528
431	0.4581978121
432	0.4577630506
433	0.4573047346
434	0.4570754742
435	0.4568419293
436	0.4566435829
437	0.4564232241
438	0.456048315
439	0.4553789365
440	0.4546697723
441	0.4545038292
442	0.4543318248
443	0.4538647742
444	0.4536324156
445	0.4533514371
446	0.4530612846
447	0.452621711
448	0.4523657215
449	0.452011018
450	0.4517376198
451	0.4514863102
452	0.4511475747
453	0.4509765504
454	0.4507985279
455	0.4506633527
456	0.4504042754
457	0.4497724237
458	0.4495584961
459	0.4490412398
460	0.4486469566
461	0.4484034472
462	0.4482719823
463	0.4481244758
464	0.4478387957
465	0.4474596921
466	0.4472429001
467	0.4469214247
468	0.4467748562
469	0.4465886974
470	0.4463529247
471	0.4462294466
472	0.4459692609
473	0.4457176485
474	0.4455359629
475	0.4453454064
476	0.4450606311
477	0.4446263807
478	0.4443426879
479	0.4440215671
480	0.4438481222
481	0.4437442726
482	0.4431189784
483	0.442991552
484	0.4428161823
485	0.4420553301
486	0.4419462264
487	0.4413757428
488	0.4410113114
489	0.4406431662
490	0.4403027921
491	0.4401089043
492	0.4399795182
493	0.439767568
494	0.4396227137
495	0.4393413734
496	0.439091616
497	0.4385861148
498	0.4383947521
499	0.4383007765
500	0.4380575164
501	0.4363613946
502	0.4362189664
503	0.4360142021
504	0.4356506207
505	0.4350605984
506	0.4344288594
507	0.4342682769
508	0.4339783021
509	0.4337680462
510	0.4335801814
511	0.4333566184
512	0.4331359368
513	0.4330372265
514	0.4328159747
515	0.4326771537
516	0.4325556699
517	0.4324167345
518	0.432320068
519	0.4322044254
520	0.4320731049
521	0.4319178492
522	0.4318077145
523	0.4316771387
524	0.4314910375
525	0.4310265446
526	0.4308822526
527	0.4306164133
528	0.4304389957
529	0.4301043787
530	0.4298763544
531	0.4296797194
532	0.4293956855
533	0.4291670629
534	0.428954005
535	0.4287689774
536	0.428572261
537	0.4284006733
538	0.4280935902
539	0.4280213083
540	0.4277984606
541	0.4275771289
542	0.4273218776
543	0.4272062849
544	0.4270060523
545	0.4268912044
546	0.4268201133
547	0.4266478554
548	0.4263035034
549	0.4258556325
550	0.4256979685
551	0.4254102135
552	0.4252865152
553	0.4250802361
554	0.4248031566
555	0.4242199393
556	0.4237593602
557	0.423646125
558	0.4234920351
559	0.4233273888
560	0.4231693395
561	0.4230542719
562	0.4226299902
563	0.4224503657
564	0.4223530447
565	0.4221522823
566	0.4219701381
567	0.4218969086
568	0.4217374489
569	0.421620226
570	0.4215641072
571	0.4214905374
572	0.4210148141
573	0.4207932126
574	0.4205537819
575	0.4203948224
576	0.4201819819
577	0.4200780098
578	0.4199787229
579	0.4197613186
580	0.4196330219
581	0.4190154726
582	0.4187473274
583	0.4185202554
584	0.4183381019
585	0.418099079
586	0.4180141447
587	0.417834407
588	0.4176572697
589	0.4175114871
590	0.4171699598
591	0.4170779782
592	0.4151707765
593	0.4149417563
594	0.4147297162
595	0.4146080146
596	0.4145341359
597	0.4142457877
598	0.4141342521
599	0.4138449727
600	0.4136295085
601	0.413450586
602	0.4130625437
603	0.4128810993
604	0.4117835895
605	0.4116073388
606	0.41143372
607	0.4113514565
608	0.4108836775
609	0.4102429825
610	0.4101282715
611	0.4099456232
612	0.409692211
613	0.4095380113
614	0.4094307027
615	0.4093202034
616	0.4092716698
617	0.409181342
618	0.4090946136
619	0.408953346
620	0.4088185798
621	0.4086705817
622	0.408387768
623	0.4082930754
624	0.4081879941
625	0.4079863974
626	0.4078859456
627	0.4076019058
628	0.4074716004
629	0.4072539143
630	0.4071613986
631	0.4068165361
632	0.406488403
633	0.4063199039
634	0.4061872099
635	0.4060844007
636	0.4059460445
637	0.4056704137
638	0.4055130885
639	0.4053770406
640	0.4053110262
641	0.4051689209
642	0.4050760496
643	0.4049534531
644	0.4047465511
645	0.4045803672
646	0.404453136
647	0.4043935561
648	0.4041473552
649	0.4040426841
650	0.4039543643
651	0.4038140847
652	0.4037253172
653	0.4034375354
654	0.4033574366
655	0.4032126822
656	0.4029957422
657	0.4028024309
658	0.4027293962
659	0.4020571877
660	0.4019822441
661	0.4017678185
662	0.401384185
663	0.4010375864
664	0.4009187062
665	0.3999887365
666	0.3998753836
667	0.3998111272
668	0.3994593049
669	0.3993127484
670	0.3992106954
671	0.3991366486
672	0.3987406737
673	0.3986264977
674	0.3984963951
675	0.3983111945
676	0.3982283715
677	0.3981419314
678	0.3980018446
679	0.3978569255
680	0.3977371927
681	0.39761584
682	0.3974615312
683	0.3972636164
684	0.3971766235
685	0.3970845302
686	0.3969491636
687	0.3965948924
688	0.3964936323
689	0.3963013715
690	0.3962245426
691	0.3961656395
692	0.3960314058
693	0.3959236029
694	0.3957784882
695	0.395615437
696	0.3954788927
697	0.3953445498
698	0.3952183755
699	0.3951011413
700	0.3948818711
701	0.3947425317
702	0.3946614853
703	0.394457389
704	0.3941717218
705	0.3940211193
706	0.3938640735
707	0.3937844315
708	0.3935701327
709	0.3934254349
710	0.393356246
711	0.3932566266
712	0.3931799119
713	0.3930638163
714	0.3927891783
715	0.3926412423
716	0.392526182
717	0.3921209454
718	0.3919092899
719	0.3916757224
720	0.3915239316
721	0.3914356675
722	0.391335353
723	0.3912445248
724	0.3909738982
725	0.3908787385
726	0.3906816282
727	0.3899217607
728	0.3897454239
729	0.3896846469
730	0.3895522402
731	0.3894808842
732	0.3893952791
733	0.3892832405
734	0.3890142389
735	0.3886951897
736	0.3886015213
737	0.3885204782
738	0.387757245
739	0.3875094629
740	0.3874376099
741	0.3872756299
742	0.3872087597
743	0.3869312315
744	0.3866135589
745	0.3865401
746	0.3864124186
747	0.3863195773
748	0.3862231654
749	0.3861210674
750	0.385945801
751	0.385507169
752	0.3853758063
753	0.3852851845
754	0.3852025536
755	0.3850330206
756	0.3848945807
757	0.3846625847
758	0.3845680136
759	0.384489113
760	0.384337789
761	0.3840964213
762	0.3839726352
763	0.3838902718
764	0.3837413777
765	0.3835230513
766	0.3833907151
767	0.383091948
768	0.3828316011
769	0.3826898298
770	0.3822495047
771	0.3821823556
772	0.3818859803
773	0.3817946439
774	0.3814683799
775	0.381163156
776	0.3810419796
777	0.3808439921
778	0.3807630101
779	0.3806965603
780	0.3804378081
781	0.3803139108
782	0.3802177364
783	0.3800738714
784	0.379868356
785	0.37980145
786	0.3796980209
787	0.3794345979
788	0.3793216832
789	0.3792049768
790	0.3789460148
791	0.3787318495
792	0.3785688399
793	0.3784977382
794	0.3783899779
795	0.3780189896
796	0.3778896888
797	0.3773626029
798	0.3772282037
799	0.3769916393
800	0.3769052587
801	0.3765929687
802	0.375587002
803	0.3754925786
804	0.3753827656
805	0.3751494958
806	0.3749925034
807	0.3739144535
808	0.3737279845
809	0.3736615195
810	0.3735864313
811	0.3733968016
812	0.3732744742
813	0.3731696199
814	0.3731114703
815	0.3730195113
816	0.3729112831
817	0.3727785637
818	0.372671955
819	0.3725012538
820	0.372272942
821	0.3722058718
822	0.3721165199
823	0.3719605655
824	0.3718564401
825	0.3717526073
826	0.3714096307
827	0.3713662038
828	0.371265669
829	0.3711364422
830	0.3709533462
831	0.3708054142
832	0.3706507153
833	0.3705520636
834	0.3702731865
835	0.3701428979
836	0.3699234579
837	0.3698410117
838	0.3697308567
839	0.3695095728
840	0.3692704989
841	0.3690804335
842	0.3688941884
843	0.3687559174
844	0.3686653109
845	0.3684835294
846	0.3683809623
847	0.3682211728
848	0.3680094193
849	0.3678255271
850	0.3675936677
851	0.3674915299
852	0.3673691667
853	0.3672919602
854	0.3671673724
855	0.3671157689
856	0.3669977888
857	0.3668978036
858	0.3667940003
859	0.3667198619
860	0.3665542489
861	0.3663645639
862	0.3662039596
863	0.3660916062
864	0.3659710398
865	0.3658880659
866	0.3657958039
867	0.3656590407
868	0.3650257008
869	0.3649643577
870	0.3647730314
871	0.3646355269
872	0.3643470121
873	0.3640607161
874	0.3639747323
875	0.3637326107
876	0.3636301477
877	0.3634881035
878	0.3633697873
879	0.3632301005
880	0.3630205424
881	0.3629002676
882	0.3627786509
883	0.3626902982
884	0.3626092392
885	0.3623874029
886	0.3621879297
887	0.3619446241
888	0.3618746936
889	0.3617814602
890	0.3616952348
891	0.3615940284
892	0.3615014785
893	0.361339468
894	0.3612727784
895	0.361184118
896	0.3611191866
897	0.3610655601
898	0.361019832
899	0.3609181989
900	0.3607049635
901	0.3605530313
902	0.3604648635
903	0.3603635822
904	0.3602960541
905	0.3602148025
906	0.3600801821
907	0.3599681865
908	0.3598916684
909	0.3596398718
910	0.3594813663
911	0.3593054458
912	0.3592185129
913	0.3591530686
914	0.3590778015
915	0.3590260835
916	0.3588965728
917	0.3587536425
918	0.3586782768
919	0.3585811182
920	0.3584496549
921	0.3583714435
922	0.3583298642
923	0.3582659573
924	0.3581477632
925	0.3580922783
926	0.3580241703
927	0.3578796419
928	0.3576584718
929	0.3575257297
930	0.3574511152
931	0.3572353913
932	0.3571492851
933	0.3570389872
934	0.356938451
935	0.3565531134
936	0.3564300999
937	0.3560944663
938	0.3557689175
939	0.3556100663
940	0.3555082899
941	0.355397996
942	0.3552446412
943	0.3551629985
944	0.3550117459
945	0.3547661358
946	0.3546242437
947	0.3544417999
948	0.3542455977
949	0.3541883447
950	0.3538192548
951	0.3536424605
952	0.3535733462
953	0.353458795
954	0.3529400856
955	0.3527647488
956	0.3526391386
957	0.3525626112
958	0.3523931542
959	0.352239112
960	0.352075707
961	0.3517769751
962	0.3516219138
963	0.3514257409
964	0.3513015376
965	0.3509964539
966	0.3508771541
967	0.3507521584
968	0.3507001363
969	0.3506085558
970	0.3504374004
971	0.3502349885
972	0.3501818434
973	0.3501218993
974	0.349970897
975	0.3498061906
976	0.349701723
977	0.3496108253
978	0.3495293512
979	0.3494630171
980	0.34935148
981	0.349271919
982	0.3492115388
983	0.3491569653
984	0.3489621787
985	0.3488117598
986	0.3487151714
987	0.3486097355
988	0.348539269
989	0.3484476525
990	0.3480290331
991	0.3479353057
992	0.3478693601
993	0.3477728439
994	0.3474957961
995	0.3469790456
996	0.3468735937
997	0.346746066
998	0.346623953
999	0.346529784
